sale_id,store_id,product_id,sale_date,quantity,revenue
1334,S002,P015,2026-06-30,2,109.98
1335,S002,P016,2026-06-30,2,139.98
1336,S002,P017,2026-06-30,4,139.96
1337,S002,P018,2026-06-30,8,119.92
1338,S002,P019,2026-06-30,2,55.98
1339,S002,P020,2026-06-30,4,299.96
1340,S003,P001,2026-06-30,4,239.96
1341,S003,P002,2026-06-30,4,159.96
1342,S003,P003,2026-06-30,5,449.95
1343,S003,P004,2026-06-30,3,59.97
1344,S003,P005,2026-06-30,3,89.97
1345,S003,P006,2026-06-30,8,959.92
1346,S003,P007,2026-06-30,6,599.94
1347,S003,P009,2026-06-30,3,149.97
1348,S003,P010,2026-06-30,3,74.97
1349,S003,P011,2026-06-30,2,89.98
1350,S003,P012,2026-06-30,6,209.94
1351,S003,P013,2026-06-30,8,239.92
1352,S003,P014,2026-06-30,5,99.95
1353,S003,P015,2026-06-30,6,329.94
1354,S003,P016,2026-06-30,7,489.93
1355,S003,P017,2026-06-30,3,104.97
1356,S003,P018,2026-06-30,5,74.95
1357,S003,P019,2026-06-30,6,167.94
1358,S003,P020,2026-06-30,3,224.97
1359,S001,P001,2026-07-01,3,179.97
1360,S001,P002,2026-07-01,5,199.95
1361,S001,P003,2026-07-01,7,629.93
1362,S001,P004,2026-07-01,4,79.96
1363,S001,P005,2026-07-01,5,149.95
1364,S001,P006,2026-07-01,10,1199.9
1365,S001,P007,2026-07-01,2,199.98
1366,S001,P008,2026-07-01,1,79.99
1367,S001,P009,2026-07-01,4,199.96
1368,S001,P010,2026-07-01,7,174.93
1369,S001,P011,2026-07-01,6,269.94
1370,S001,P012,2026-07-01,3,104.97
1371,S001,P013,2026-07-01,2,59.98
1372,S001,P014,2026-07-01,5,99.95
1373,S001,P015,2026-07-01,4,219.96
1374,S001,P016,2026-07-01,6,419.94
1375,S001,P017,2026-07-01,4,139.96
1376,S001,P018,2026-07-01,7,104.93
1377,S001,P019,2026-07-01,5,139.95
1378,S001,P020,2026-07-01,7,524.93
1379,S002,P001,2026-07-01,4,239.96
1380,S002,P002,2026-07-01,5,199.95
1381,S002,P003,2026-07-01,8,719.92
1382,S002,P004,2026-07-01,4,79.96
1383,S002,P005,2026-07-01,3,89.97
1384,S002,P006,2026-07-01,8,959.92
1385,S002,P007,2026-07-01,2,199.98
1386,S002,P008,2026-07-01,1,79.99
1387,S002,P009,2026-07-01,6,299.94
1388,S002,P010,2026-07-01,4,99.96
1389,S002,P011,2026-07-01,6,269.94
1390,S002,P012,2026-07-01,4,139.96
1391,S002,P013,2026-07-01,7,209.93
1392,S002,P014,2026-07-01,4,79.96
1393,S002,P015,2026-07-01,2,109.98
1394,S002,P016,2026-07-01,8,559.92
1395,S002,P017,2026-07-01,7,244.93
1396,S002,P018,2026-07-01,5,74.95
1397,S002,P019,2026-07-01,4,111.96
1398,S002,P020,2026-07-01,2,149.98
1399,S003,P001,2026-07-01,6,359.94
1400,S003,P002,2026-07-01,8,319.92
1401,S003,P003,2026-07-01,7,629.93
1402,S003,P004,2026-07-01,8,159.92
1403,S003,P005,2026-07-01,7,209.93
1404,S003,P006,2026-07-01,9,1079.91
1405,S003,P007,2026-07-01,7,699.93
1406,S003,P008,2026-07-01,1,79.99
1407,S003,P009,2026-07-01,8,399.92
1408,S003,P010,2026-07-01,8,199.92
1409,S003,P011,2026-07-01,3,134.97
1410,S003,P012,2026-07-01,6,209.94
1411,S003,P013,2026-07-01,8,239.92
1412,S003,P014,2026-07-01,4,79.96
1413,S003,P015,2026-07-01,3,164.97
1414,S003,P016,2026-07-01,7,489.93
1415,S003,P017,2026-07-01,3,104.97
1416,S003,P018,2026-07-01,6,89.94
1417,S003,P019,2026-07-01,4,111.96
1418,S003,P020,2026-07-01,7,524.93
1419,S001,P001,2026-07-02,8,479.92
1420,S001,P002,2026-07-02,7,279.93
1421,S001,P003,2026-07-02,8,719.92
1422,S001,P004,2026-07-02,7,139.93
1423,S001,P005,2026-07-02,7,209.93
1424,S001,P006,2026-07-02,6,719.94
1425,S001,P007,2026-07-02,7,699.93
1426,S001,P008,2026-07-02,2,159.98
1427,S001,P009,2026-07-02,7,349.93
1428,S001,P010,2026-07-02,2,49.98
1429,S001,P011,2026-07-02,4,179.96
1430,S001,P012,2026-07-02,8,279.92
1431,S001,P013,2026-07-02,5,149.95
1432,S001,P014,2026-07-02,2,39.98
1433,S001,P015,2026-07-02,6,329.94
1434,S001,P016,2026-07-02,4,279.96
1435,S001,P017,2026-07-02,7,244.93
1436,S001,P018,2026-07-02,3,44.97
1437,S001,P019,2026-07-02,2,55.98
1438,S001,P020,2026-07-02,4,299.96
1439,S002,P001,2026-07-02,4,239.96
1440,S002,P002,2026-07-02,7,279.93
1441,S002,P003,2026-07-02,5,449.95
1442,S002,P004,2026-07-02,3,59.97
1443,S002,P005,2026-07-02,3,89.97
1444,S002,P006,2026-07-02,9,1079.91
1445,S002,P007,2026-07-02,4,399.96
1446,S002,P008,2026-07-02,2,159.98
1447,S002,P009,2026-07-02,4,199.96
1448,S002,P010,2026-07-02,8,199.92
1449,S002,P011,2026-07-02,3,134.97
1450,S002,P012,2026-07-02,4,139.96
1451,S002,P013,2026-07-02,8,239.92
1452,S002,P014,2026-07-02,5,99.95
1453,S002,P015,2026-07-02,8,439.92
1454,S002,P016,2026-07-02,4,279.96
1455,S002,P017,2026-07-02,7,244.93
1456,S002,P018,2026-07-02,8,119.92
1457,S002,P019,2026-07-02,4,111.96
1458,S002,P020,2026-07-02,8,599.92
1459,S003,P001,2026-07-02,2,119.98
1460,S003,P002,2026-07-02,5,199.95
1461,S003,P003,2026-07-02,2,179.98
1462,S003,P004,2026-07-02,3,59.97
1463,S003,P005,2026-07-02,8,239.92
1464,S003,P006,2026-07-02,10,1199.9
1465,S003,P007,2026-07-02,7,699.93
1466,S003,P008,2026-07-02,1,79.99
1467,S003,P009,2026-07-02,8,399.92
1468,S003,P010,2026-07-02,8,199.92
1469,S003,P011,2026-07-02,6,269.94
1470,S003,P012,2026-07-02,4,139.96
1471,S003,P013,2026-07-02,2,59.98
1472,S003,P014,2026-07-02,8,159.92
1473,S003,P015,2026-07-02,5,274.95
1474,S003,P016,2026-07-02,2,139.98
1475,S003,P017,2026-07-02,4,139.96
1476,S003,P018,2026-07-02,6,89.94
1477,S003,P019,2026-07-02,2,55.98
1478,S003,P020,2026-07-02,5,374.95
1479,S001,P001,2026-07-03,4,239.96
1480,S001,P002,2026-07-03,7,279.93
1481,S001,P003,2026-07-03,7,629.93
1482,S001,P004,2026-07-03,7,139.93
1483,S001,P005,2026-07-03,4,119.96
1484,S001,P006,2026-07-03,8,959.92
1485,S001,P007,2026-07-03,8,799.92
1486,S001,P008,2026-07-03,1,79.99
1487,S001,P009,2026-07-03,2,99.98
1488,S001,P010,2026-07-03,7,174.93
1489,S001,P011,2026-07-03,3,134.97
1490,S001,P012,2026-07-03,5,174.95
1491,S001,P013,2026-07-03,2,59.98
1492,S001,P014,2026-07-03,6,119.94
1493,S001,P015,2026-07-03,6,329.94
1494,S001,P016,2026-07-03,4,279.96
1495,S001,P017,2026-07-03,6,209.94
1496,S001,P018,2026-07-03,3,44.97
1497,S001,P019,2026-07-03,7,195.93
1498,S001,P020,2026-07-03,2,149.98
1499,S002,P001,2026-07-03,7,419.93
1500,S002,P002,2026-07-03,8,319.92
1501,S002,P003,2026-07-03,5,449.95
1502,S002,P004,2026-07-03,7,139.93
1503,S002,P005,2026-07-03,4,119.96
1504,S002,P006,2026-07-03,8,959.92
1505,S002,P007,2026-07-03,2,199.98
1506,S002,P009,2026-07-03,2,99.98
1507,S002,P010,2026-07-03,4,99.96
1508,S002,P011,2026-07-03,5,224.95
1509,S002,P012,2026-07-03,2,69.98
1510,S002,P013,2026-07-03,2,59.98
1511,S002,P014,2026-07-03,3,59.97
1512,S002,P015,2026-07-03,6,329.94
1513,S002,P016,2026-07-03,3,209.97
1514,S002,P017,2026-07-03,5,174.95
1515,S002,P018,2026-07-03,5,74.95
1516,S002,P019,2026-07-03,4,111.96
1517,S002,P020,2026-07-03,7,524.93
1518,S003,P001,2026-07-03,7,419.93
1519,S003,P002,2026-07-03,7,279.93
1520,S003,P003,2026-07-03,6,539.94
1521,S003,P004,2026-07-03,5,99.95
1522,S003,P005,2026-07-03,6,179.94
1523,S003,P006,2026-07-03,10,1199.9
1524,S003,P007,2026-07-03,3,299.97
1525,S003,P008,2026-07-03,2,159.98
1526,S003,P009,2026-07-03,2,99.98
1527,S003,P010,2026-07-03,8,199.92
1528,S003,P011,2026-07-03,5,224.95
1529,S003,P012,2026-07-03,6,209.94
1530,S003,P013,2026-07-03,5,149.95
1531,S003,P014,2026-07-03,4,79.96
1532,S003,P015,2026-07-03,2,109.98
1533,S003,P016,2026-07-03,7,489.93
1534,S003,P017,2026-07-03,4,139.96
1535,S003,P018,2026-07-03,3,44.97
1536,S003,P019,2026-07-03,5,139.95
1537,S003,P020,2026-07-03,5,374.95
1538,S001,P001,2026-07-04,3,179.97
1539,S001,P002,2026-07-04,10,399.9
1540,S001,P003,2026-07-04,5,449.95
1541,S001,P004,2026-07-04,2,39.98
1542,S001,P005,2026-07-04,8,239.92
1543,S001,P006,2026-07-04,11,1319.89
1544,S001,P007,2026-07-04,8,799.92
1545,S001,P009,2026-07-04,6,299.94
1546,S001,P010,2026-07-04,5,124.95
1547,S001,P011,2026-07-04,3,134.97
1548,S001,P012,2026-07-04,2,69.98
1549,S001,P013,2026-07-04,10,299.9
1550,S001,P014,2026-07-04,10,199.9
1551,S001,P015,2026-07-04,6,329.94
1552,S001,P016,2026-07-04,2,139.98
1553,S001,P017,2026-07-04,8,279.92
1554,S001,P018,2026-07-04,3,44.97
1555,S001,P019,2026-07-04,8,223.92
1556,S001,P020,2026-07-04,8,599.92
1557,S002,P001,2026-07-04,7,419.93
1558,S002,P002,2026-07-04,2,79.98
1559,S002,P003,2026-07-04,2,179.98
1560,S002,P004,2026-07-04,10,199.9
1561,S002,P005,2026-07-04,5,149.95
1562,S002,P006,2026-07-04,7,839.93
1563,S002,P007,2026-07-04,10,999.9
1564,S002,P009,2026-07-04,2,99.98
1565,S002,P010,2026-07-04,10,249.9
1566,S002,P011,2026-07-04,10,449.9
1567,S002,P012,2026-07-04,7,244.93
1568,S002,P013,2026-07-04,3,89.97
1569,S002,P014,2026-07-04,7,139.93
1570,S002,P015,2026-07-04,3,164.97
1571,S002,P016,2026-07-04,10,699.9
1572,S002,P017,2026-07-04,10,349.9
1573,S002,P018,2026-07-04,3,44.97
1574,S002,P019,2026-07-04,5,139.95
1575,S002,P020,2026-07-04,10,749.9
1576,S003,P001,2026-07-04,3,179.97
1577,S003,P002,2026-07-04,10,399.9
1578,S003,P003,2026-07-04,7,629.93
1579,S003,P004,2026-07-04,2,39.98
1580,S003,P005,2026-07-04,5,149.95
1581,S003,P006,2026-07-04,7,839.93
1582,S003,P007,2026-07-04,3,299.97
1583,S003,P008,2026-07-04,1,79.99
1584,S003,P009,2026-07-04,10,499.9
1585,S003,P010,2026-07-04,3,74.97
1586,S003,P011,2026-07-04,2,89.98
1587,S003,P012,2026-07-04,8,279.92
1588,S003,P013,2026-07-04,10,299.9
1589,S003,P014,2026-07-04,2,39.98
1590,S003,P015,2026-07-04,3,164.97
1591,S003,P016,2026-07-04,2,139.98
1592,S003,P017,2026-07-04,5,174.95
1593,S003,P018,2026-07-04,10,149.9
1594,S003,P019,2026-07-04,10,279.9
1595,S003,P020,2026-07-04,3,224.97
1596,S001,P001,2026-07-05,7,419.93
1597,S001,P002,2026-07-05,5,199.95
1598,S001,P003,2026-07-05,2,179.98
1599,S001,P004,2026-07-05,3,59.97
1600,S001,P005,2026-07-05,5,149.95
1601,S001,P006,2026-07-05,7,839.93
1602,S001,P007,2026-07-05,8,799.92
1603,S001,P008,2026-07-05,2,159.98
1604,S001,P009,2026-07-05,2,99.98
1605,S001,P010,2026-07-05,8,199.92
1606,S001,P011,2026-07-05,2,89.98
1607,S001,P012,2026-07-05,6,209.94
1608,S001,P013,2026-07-05,6,179.94
1609,S001,P014,2026-07-05,10,199.9
1610,S001,P015,2026-07-05,5,274.95
1611,S001,P016,2026-07-05,7,489.93
1612,S001,P017,2026-07-05,7,244.93
1613,S001,P018,2026-07-05,2,29.98
1614,S001,P019,2026-07-05,6,167.94
1615,S001,P020,2026-07-05,7,524.93
1616,S002,P001,2026-07-05,3,179.97
1617,S002,P002,2026-07-05,7,279.93
1618,S002,P003,2026-07-05,2,179.98
1619,S002,P004,2026-07-05,8,159.92
1620,S002,P005,2026-07-05,10,299.9
1621,S002,P006,2026-07-05,12,1439.88
1622,S002,P007,2026-07-05,7,699.93
1623,S002,P008,2026-07-05,1,79.99
1624,S002,P009,2026-07-05,8,399.92
1625,S002,P010,2026-07-05,2,49.98
1626,S002,P011,2026-07-05,2,89.98
1627,S002,P012,2026-07-05,6,209.94
1628,S002,P013,2026-07-05,10,299.9
1629,S002,P014,2026-07-05,6,119.94
1630,S002,P015,2026-07-05,6,329.94
1631,S002,P016,2026-07-05,8,559.92
1632,S002,P017,2026-07-05,2,69.98
1633,S002,P018,2026-07-05,6,89.94
1634,S002,P019,2026-07-05,8,223.92
1635,S002,P020,2026-07-05,6,449.94
1636,S003,P001,2026-07-05,2,119.98
1637,S003,P002,2026-07-05,2,79.98
1638,S003,P003,2026-07-05,5,449.95
1639,S003,P004,2026-07-05,7,139.93
1640,S003,P005,2026-07-05,3,89.97
1641,S003,P006,2026-07-05,7,839.93
1642,S003,P007,2026-07-05,5,499.95
1643,S003,P008,2026-07-05,2,159.98
1644,S003,P009,2026-07-05,7,349.93
1645,S003,P010,2026-07-05,7,174.93
1646,S003,P011,2026-07-05,8,359.92
1647,S003,P012,2026-07-05,5,174.95
1648,S003,P013,2026-07-05,6,179.94
1649,S003,P014,2026-07-05,7,139.93
1650,S003,P015,2026-07-05,7,384.93
1651,S003,P016,2026-07-05,5,349.95
1652,S003,P017,2026-07-05,6,209.94
1653,S003,P018,2026-07-05,7,104.93
1654,S003,P019,2026-07-05,7,195.93
1655,S003,P020,2026-07-05,6,449.94
1656,S001,P001,2026-07-06,2,119.98
1657,S001,P002,2026-07-06,8,319.92
1658,S001,P003,2026-07-06,7,629.93
1659,S001,P004,2026-07-06,2,39.98
1660,S001,P005,2026-07-06,8,239.92
1661,S001,P006,2026-07-06,10,1199.9
1662,S001,P007,2026-07-06,8,799.92
1663,S001,P008,2026-07-06,2,159.98
1664,S001,P009,2026-07-06,8,399.92
1665,S001,P010,2026-07-06,3,74.97
1666,S001,P011,2026-07-06,5,224.95
1667,S001,P012,2026-07-06,5,174.95
1668,S001,P013,2026-07-06,3,89.97
1669,S001,P014,2026-07-06,5,99.95
1670,S001,P015,2026-07-06,4,219.96
1671,S001,P016,2026-07-06,8,559.92
1672,S001,P017,2026-07-06,5,174.95
1673,S001,P018,2026-07-06,5,74.95
1674,S001,P019,2026-07-06,5,139.95
1675,S001,P020,2026-07-06,7,524.93
1676,S002,P001,2026-07-06,2,119.98
1677,S002,P002,2026-07-06,4,159.96
1678,S002,P003,2026-07-06,5,449.95
1679,S002,P004,2026-07-06,4,79.96
1680,S002,P005,2026-07-06,7,209.93
1681,S002,P006,2026-07-06,7,839.93
1682,S002,P007,2026-07-06,3,299.97
1683,S002,P008,2026-07-06,1,79.99
1684,S002,P009,2026-07-06,2,99.98
1685,S002,P010,2026-07-06,2,49.98
1686,S002,P011,2026-07-06,8,359.92
1687,S002,P012,2026-07-06,2,69.98
1688,S002,P013,2026-07-06,2,59.98
1689,S002,P014,2026-07-06,5,99.95
1690,S002,P015,2026-07-06,2,109.98
1691,S002,P016,2026-07-06,7,489.93
1692,S002,P017,2026-07-06,7,244.93
1693,S002,P018,2026-07-06,4,59.96
1694,S002,P019,2026-07-06,8,223.92
1695,S002,P020,2026-07-06,3,224.97
1696,S003,P001,2026-07-06,6,359.94
1697,S003,P002,2026-07-06,2,79.98
1698,S003,P003,2026-07-06,6,539.94
1699,S003,P004,2026-07-06,6,119.94
1700,S003,P005,2026-07-06,6,179.94
1701,S003,P006,2026-07-06,10,1199.9
1702,S003,P007,2026-07-06,2,199.98
1703,S003,P008,2026-07-06,1,79.99
1704,S003,P009,2026-07-06,8,399.92
1705,S003,P010,2026-07-06,7,174.93
1706,S003,P011,2026-07-06,8,359.92
1707,S003,P012,2026-07-06,5,174.95
1708,S003,P013,2026-07-06,8,239.92
1709,S003,P014,2026-07-06,7,139.93
1710,S003,P015,2026-07-06,2,109.98
1711,S003,P016,2026-07-06,4,279.96
1712,S003,P017,2026-07-06,6,209.94
1713,S003,P018,2026-07-06,4,59.96
1714,S003,P019,2026-07-06,4,111.96
1715,S003,P020,2026-07-06,2,149.98
1716,S001,P001,2026-07-07,6,359.94
1717,S001,P002,2026-07-07,6,239.94
1718,S001,P003,2026-07-07,3,269.97
1719,S001,P004,2026-07-07,3,59.97
1720,S001,P005,2026-07-07,7,209.93
1721,S001,P006,2026-07-07,6,719.94
1722,S001,P007,2026-07-07,8,799.92
1723,S001,P008,2026-07-07,1,79.99
1724,S001,P009,2026-07-07,8,399.92
1725,S001,P010,2026-07-07,6,149.94
1726,S001,P011,2026-07-07,4,179.96
1727,S001,P012,2026-07-07,2,69.98
1728,S001,P013,2026-07-07,8,239.92
1729,S001,P014,2026-07-07,4,79.96
1730,S001,P015,2026-07-07,6,329.94
1731,S001,P016,2026-07-07,3,209.97
1732,S001,P017,2026-07-07,8,279.92
1733,S001,P018,2026-07-07,5,74.95
1734,S001,P019,2026-07-07,8,223.92
1735,S001,P020,2026-07-07,6,449.94
1736,S002,P001,2026-07-07,8,479.92
1737,S002,P002,2026-07-07,8,319.92
1738,S002,P003,2026-07-07,6,539.94
1739,S002,P004,2026-07-07,6,119.94
1740,S002,P005,2026-07-07,7,209.93
1741,S002,P006,2026-07-07,9,1079.91
1742,S002,P007,2026-07-07,2,199.98
1743,S002,P008,2026-07-07,2,159.98
1744,S002,P009,2026-07-07,8,399.92
1745,S002,P010,2026-07-07,7,174.93
1746,S002,P011,2026-07-07,4,179.96
1747,S002,P012,2026-07-07,2,69.98
1748,S002,P013,2026-07-07,3,89.97
1749,S002,P014,2026-07-07,4,79.96
1750,S002,P015,2026-07-07,7,384.93
1751,S002,P016,2026-07-07,8,559.92
1752,S002,P017,2026-07-07,4,139.96
1753,S002,P018,2026-07-07,4,59.96
1754,S002,P019,2026-07-07,4,111.96
1755,S002,P020,2026-07-07,2,149.98
1756,S003,P001,2026-07-07,3,179.97
1757,S003,P002,2026-07-07,8,319.92
1758,S003,P003,2026-07-07,3,269.97
1759,S003,P004,2026-07-07,6,119.94
1760,S003,P005,2026-07-07,7,209.93
1761,S003,P006,2026-07-07,5,599.95
1762,S003,P007,2026-07-07,3,299.97
1763,S003,P008,2026-07-07,2,159.98
1764,S003,P009,2026-07-07,2,99.98
1765,S003,P010,2026-07-07,2,49.98
1766,S003,P011,2026-07-07,7,314.93
1767,S003,P012,2026-07-07,6,209.94
1768,S003,P013,2026-07-07,3,89.97
1769,S003,P014,2026-07-07,5,99.95
1770,S003,P015,2026-07-07,5,274.95
1771,S003,P016,2026-07-07,5,349.95
1772,S003,P017,2026-07-07,4,139.96
1773,S003,P018,2026-07-07,3,44.97
1774,S003,P019,2026-07-07,4,111.96
1775,S003,P020,2026-07-07,4,299.96
1776,S001,P001,2026-07-08,7,419.93
1777,S001,P002,2026-07-08,4,159.96
1778,S001,P003,2026-07-08,8,719.92
1779,S001,P004,2026-07-08,6,119.94
1780,S001,P005,2026-07-08,6,179.94
1781,S001,P006,2026-07-08,5,599.95
1782,S001,P007,2026-07-08,3,299.97
1783,S001,P008,2026-07-08,2,159.98
1784,S001,P009,2026-07-08,2,99.98
1785,S001,P010,2026-07-08,7,174.93
1786,S001,P011,2026-07-08,2,89.98
1787,S001,P012,2026-07-08,4,139.96
1788,S001,P013,2026-07-08,5,149.95
1789,S001,P014,2026-07-08,7,139.93
1790,S001,P015,2026-07-08,5,274.95
1791,S001,P016,2026-07-08,5,349.95
1792,S001,P017,2026-07-08,6,209.94
1793,S001,P018,2026-07-08,5,74.95
1794,S001,P019,2026-07-08,5,139.95
1795,S001,P020,2026-07-08,4,299.96
1796,S002,P001,2026-07-08,3,179.97
1797,S002,P002,2026-07-08,8,319.92
1798,S002,P003,2026-07-08,6,539.94
1799,S002,P004,2026-07-08,2,39.98
1800,S002,P005,2026-07-08,4,119.96
1801,S002,P006,2026-07-08,5,599.95
1802,S002,P007,2026-07-08,4,399.96
1803,S002,P008,2026-07-08,2,159.98
1804,S002,P009,2026-07-08,6,299.94
1805,S002,P010,2026-07-08,5,124.95
1806,S002,P011,2026-07-08,6,269.94
1807,S002,P012,2026-07-08,7,244.93
1808,S002,P013,2026-07-08,4,119.96
1809,S002,P014,2026-07-08,2,39.98
1810,S002,P015,2026-07-08,3,164.97
1811,S002,P016,2026-07-08,5,349.95
1812,S002,P017,2026-07-08,6,209.94
1813,S002,P018,2026-07-08,2,29.98
1814,S002,P019,2026-07-08,2,55.98
1815,S002,P020,2026-07-08,3,224.97
1816,S003,P001,2026-07-08,4,239.96
1817,S003,P002,2026-07-08,3,119.97
1818,S003,P003,2026-07-08,8,719.92
1819,S003,P004,2026-07-08,3,59.97
1820,S003,P005,2026-07-08,8,239.92
1821,S003,P006,2026-07-08,7,839.93
1822,S003,P007,2026-07-08,4,399.96
1823,S003,P009,2026-07-08,5,249.95
1824,S003,P010,2026-07-08,7,174.93
1825,S003,P011,2026-07-08,5,224.95
1826,S003,P012,2026-07-08,3,104.97
1827,S003,P013,2026-07-08,3,89.97
1828,S003,P014,2026-07-08,5,99.95
1829,S003,P015,2026-07-08,6,329.94
1830,S003,P016,2026-07-08,7,489.93
1831,S003,P017,2026-07-08,3,104.97
1832,S003,P018,2026-07-08,6,89.94
1833,S003,P019,2026-07-08,6,167.94
1834,S003,P020,2026-07-08,8,599.92
1835,S001,P001,2026-07-09,7,419.93
1836,S001,P002,2026-07-09,8,319.92
1837,S001,P003,2026-07-09,4,359.96
1838,S001,P004,2026-07-09,2,39.98
1839,S001,P005,2026-07-09,5,149.95
1840,S001,P006,2026-07-09,10,1199.9
1841,S001,P007,2026-07-09,2,199.98
1842,S001,P009,2026-07-09,5,249.95
1843,S001,P010,2026-07-09,2,49.98
1844,S001,P011,2026-07-09,8,359.92
1845,S001,P012,2026-07-09,4,139.96
1846,S001,P013,2026-07-09,6,179.94
1847,S001,P014,2026-07-09,5,99.95
1848,S001,P015,2026-07-09,6,329.94
1849,S001,P016,2026-07-09,5,349.95
1850,S001,P017,2026-07-09,7,244.93
1851,S001,P018,2026-07-09,7,104.93
1852,S001,P019,2026-07-09,5,139.95
1853,S001,P020,2026-07-09,4,299.96
1854,S002,P001,2026-07-09,2,119.98
1855,S002,P002,2026-07-09,5,199.95
1856,S002,P003,2026-07-09,2,179.98
1857,S002,P004,2026-07-09,4,79.96
1858,S002,P005,2026-07-09,3,89.97
1859,S002,P006,2026-07-09,9,1079.91
1860,S002,P007,2026-07-09,5,499.95
1861,S002,P008,2026-07-09,2,159.98
1862,S002,P009,2026-07-09,4,199.96
1863,S002,P010,2026-07-09,2,49.98
1864,S002,P011,2026-07-09,5,224.95
1865,S002,P012,2026-07-09,8,279.92
1866,S002,P013,2026-07-09,2,59.98
1867,S002,P014,2026-07-09,3,59.97
1868,S002,P015,2026-07-09,5,274.95
1869,S002,P016,2026-07-09,6,419.94
1870,S002,P017,2026-07-09,5,174.95
1871,S002,P018,2026-07-09,6,89.94
1872,S002,P019,2026-07-09,2,55.98
1873,S002,P020,2026-07-09,5,374.95
1874,S003,P001,2026-07-09,8,479.92
1875,S003,P002,2026-07-09,4,159.96
1876,S003,P003,2026-07-09,7,629.93
1877,S003,P004,2026-07-09,4,79.96
1878,S003,P005,2026-07-09,3,89.97
1879,S003,P006,2026-07-09,6,719.94
1880,S003,P007,2026-07-09,2,199.98
1881,S003,P008,2026-07-09,2,159.98
1882,S003,P009,2026-07-09,2,99.98
1883,S003,P010,2026-07-09,6,149.94
1884,S003,P011,2026-07-09,6,269.94
1885,S003,P012,2026-07-09,3,104.97
1886,S003,P013,2026-07-09,8,239.92
1887,S003,P014,2026-07-09,4,79.96
1888,S003,P015,2026-07-09,4,219.96
1889,S003,P016,2026-07-09,7,489.93
1890,S003,P017,2026-07-09,8,279.92
1891,S003,P018,2026-07-09,7,104.93
1892,S003,P019,2026-07-09,8,223.92
1893,S003,P020,2026-07-09,3,224.97
1894,S001,P001,2026-07-10,3,179.97
1895,S001,P002,2026-07-10,2,79.98
1896,S001,P003,2026-07-10,3,269.97
1897,S001,P004,2026-07-10,4,79.96
1898,S001,P005,2026-07-10,3,89.97
1899,S001,P006,2026-07-10,9,1079.91
1900,S001,P007,2026-07-10,3,299.97
1901,S001,P008,2026-07-10,2,159.98
1902,S001,P009,2026-07-10,2,99.98
1903,S001,P010,2026-07-10,3,74.97
1904,S001,P011,2026-07-10,8,359.92
1905,S001,P012,2026-07-10,7,244.93
1906,S001,P013,2026-07-10,5,149.95
1907,S001,P014,2026-07-10,5,99.95
1908,S001,P015,2026-07-10,8,439.92
1909,S001,P016,2026-07-10,6,419.94
1910,S001,P017,2026-07-10,8,279.92
1911,S001,P018,2026-07-10,6,89.94
1912,S001,P019,2026-07-10,5,139.95
1913,S001,P020,2026-07-10,7,524.93
1914,S002,P001,2026-07-10,6,359.94
1915,S002,P002,2026-07-10,7,279.93
1916,S002,P003,2026-07-10,7,629.93
1917,S002,P004,2026-07-10,6,119.94
1918,S002,P005,2026-07-10,4,119.96
1919,S002,P006,2026-07-10,10,1199.9
1920,S002,P007,2026-07-10,4,399.96
1921,S002,P008,2026-07-10,1,79.99
1922,S002,P009,2026-07-10,2,99.98
1923,S002,P010,2026-07-10,5,124.95
1924,S002,P011,2026-07-10,5,224.95
1925,S002,P012,2026-07-10,7,244.93
1926,S002,P013,2026-07-10,4,119.96
1927,S002,P014,2026-07-10,8,159.92
1928,S002,P015,2026-07-10,4,219.96
1929,S002,P016,2026-07-10,6,419.94
1930,S002,P017,2026-07-10,2,69.98
1931,S002,P018,2026-07-10,4,59.96
1932,S002,P019,2026-07-10,6,167.94
1933,S002,P020,2026-07-10,2,149.98
1934,S003,P001,2026-07-10,4,239.96
1935,S003,P002,2026-07-10,5,199.95
1936,S003,P003,2026-07-10,5,449.95
1937,S003,P004,2026-07-10,2,39.98
1938,S003,P005,2026-07-10,2,59.98
1939,S003,P006,2026-07-10,7,839.93
1940,S003,P007,2026-07-10,2,199.98
1941,S003,P009,2026-07-10,6,299.94
1942,S003,P010,2026-07-10,6,149.94
1943,S003,P011,2026-07-10,6,269.94
1944,S003,P012,2026-07-10,5,174.95
1945,S003,P013,2026-07-10,5,149.95
1946,S003,P014,2026-07-10,6,119.94
1947,S003,P015,2026-07-10,6,329.94
1948,S003,P016,2026-07-10,8,559.92
1949,S003,P017,2026-07-10,7,244.93
1950,S003,P018,2026-07-10,2,29.98
1951,S003,P019,2026-07-10,5,139.95
1952,S003,P020,2026-07-10,8,599.92
1953,S001,P001,2026-07-11,7,419.93
1954,S001,P002,2026-07-11,8,319.92
1955,S001,P003,2026-07-11,3,269.97
1956,S001,P004,2026-07-11,5,99.95
1957,S001,P005,2026-07-11,7,209.93
1958,S001,P006,2026-07-11,11,1319.89
1959,S001,P007,2026-07-11,3,299.97
1960,S001,P008,2026-07-11,1,79.99
1961,S001,P009,2026-07-11,2,99.98
1962,S001,P010,2026-07-11,10,249.9
1963,S001,P011,2026-07-11,10,449.9
1964,S001,P012,2026-07-11,5,174.95
1965,S001,P013,2026-07-11,8,239.92
1966,S001,P014,2026-07-11,2,39.98
1967,S001,P015,2026-07-11,7,384.93
